"Term","Kind","Quantity","Case","Hyphens","Underscores","Business","Occurrences"
"activeSyncMailNotification","Noun","Singular","Camel","No","No","Yes","4"
"APC","Noun","Singular","Upper","No","No","Yes","4"
"wifi","Noun","Singular","Lower","No","No","Yes","3"
"voiceConsumption","Noun","Singular","Camel","No","No","Yes","3"
"upgradeRessource","Verb","Singular","Camel","No","No","Yes","3"
"toneUpload","Noun","Singular","Camel","No","No","Yes","3"
"subnet","Noun","Singular","Lower","No","No","Yes","3"
"subServices","Noun","Plural","Camel","No","No","Yes","3"
"staticIP","Noun","Singular","Camel","No","No","Yes","3"
"specifications","Noun","Plural","Lower","No","No","Yes","3"
"roles","Noun","Plural","Lower","No","No","Yes","3"
"right","Noun","Singular","Lower","No","No","Yes","3"
"replace","Verb","Singular","Lower","No","No","Yes","3"
"remove","Verb","Singular","Lower","No","No","Yes","3"
"relaunch","Noun","Singular","Lower","No","No","Yes","3"
"reinstall","Noun","Singular","Lower","No","No","Yes","3"
"ram","Noun","Singular","Lower","No","No","Yes","3"
"proContact","Noun","Singular","Camel","No","No","Yes","3"
"outlook","Noun","Singular","Lower","No","No","Yes","3"
"offerChange","Noun","Singular","Camel","No","No","Yes","3"
"mrtg","Noun","Singular","Lower","No","No","Yes","3"
"ipMigration","Noun","Singular","Camel","No","No","Yes","3"
"hubic","Noun","Singular","Lower","No","No","Yes","3"
"hourlyConsumption","Noun","Singular","Camel","No","No","Yes","3"
"hostedEmail","Noun","Singular","Camel","No","No","Yes","3"
"historyTollfreeConsumption","Noun","Singular","Camel","No","No","Yes","3"
"historyConsumption","Noun","Singular","Camel","No","No","Yes","3"
"ftpbackup","Noun","Singular","Lower","No","No","Yes","3"
"freedom","Noun","Singular","Lower","No","No","Yes","3"
"flush","Noun","Singular","Lower","No","No","Yes","3"
"failoverIP","Verb","Singular","Camel","No","No","Yes","3"
"dsRecord","Noun","Singular","Camel","No","No","Yes","3"
"dnssec","Noun","Singular","Lower","No","No","Yes","3"
"dnsAnycast","Noun","Singular","Camel","No","No","Yes","3"
"disk","Noun","Singular","Lower","No","No","Yes","3"
"dedicatedConnect","Verb","Singular","Camel","No","No","Yes","3"
"credits","Noun","Plural","Lower","No","No","Yes","3"
"coupon","Noun","Singular","Lower","No","No","Yes","3"
"classic","Noun","Singular","Lower","No","No","Yes","3"
"chatAccess","Verb","Singular","Camel","No","No","Yes","3"
"changeMainDomain","Verb","Singular","Camel","No","No","Yes","3"
"capabilities","Noun","Plural","Lower","No","No","Yes","3"
"cancelResiliation","Verb","Singular","Camel","No","No","Yes","3"
"cacheRule","Noun","Singular","Camel","No","No","Yes","3"
"blacklists","Noun","Plural","Lower","No","No","Yes","3"
"autorenew","Noun","Singular","Lower","No","No","Yes","3"
"automaticCall","Noun","Singular","Camel","No","No","Yes","3"
"arp","Noun","Singular","Lower","No","No","Yes","3"
"argument","Noun","Singular","Lower","No","No","Yes","3"
"antihack","Noun","Singular","Lower","No","No","Yes","3"
"afnicCorporationTrademarkInformation","Noun","Singular","Camel","No","No","Yes","3"
"afnicAssociationInformation","Noun","Singular","Camel","No","No","Yes","3"
"additionalDisk","Verb","Singular","Camel","No","No","Yes","3"
"additionalBandwidth","Verb","Singular","Camel","No","No","Yes","3"
"actions","Noun","Plural","Lower","No","No","Yes","3"
"accountUpgrade","Verb","Singular","Camel","No","No","Yes","3"
"accessories","Noun","Plural","Lower","No","No","Yes","3"
"accept","Verb","Singular","Lower","No","No","Yes","3"
"accelerate","Noun","Singular","Lower","No","No","Yes","3"
"voipEcofax","Noun","Singular","Camel","No","No","Yes","2"
"vlan","Noun","Singular","Lower","No","No","Yes","2"
"usageStatistics","Noun","Plural","Camel","No","No","Yes","2"
"upnp","Noun","Singular","Lower","No","No","Yes","2"
"updateUsage","Verb","Singular","Camel","No","No","Yes","2"
"updateFlagsOnAllAccounts","Verb","Plural","Camel","No","No","Yes","2"
"timezone","Noun","Singular","Lower","No","No","Yes","2"
"tags","Noun","Plural","Lower","No","No","Yes","2"
"summary","Noun","Singular","Lower","No","No","Yes","2"
"stats","Noun","Plural","Lower","No","No","Yes","2"
"soundUpload","Noun","Singular","Camel","No","No","Yes","2"
"soa","Noun","Singular","Lower","No","No","Yes","2"
"sipAlg","Noun","Singular","Camel","No","No","Yes","2"
"shippingAddresses","Noun","Plural","Camel","No","No","Yes","2"
"setup","Verb","Singular","Lower","No","No","Yes","2"
"setting","Verb","Singular","Lower","No","No","Yes","2"
"serviceInfosUpdate","Verb","Singular","Camel","No","No","Yes","2"
"self","Noun","Singular","Lower","No","No","Yes","2"
"securityDeposit","Noun","Singular","Camel","No","No","Yes","2"
"secondaryDnsNameServerAvailable","Noun","Singular","Camel","No","No","Yes","2"
"rules","Noun","Plural","Lower","No","No","Yes","2"
"routing","Noun","Singular","Lower","No","No","Yes","2"
"robot","Noun","Singular","Lower","No","No","Yes","2"
"ripe","Noun","Singular","Lower","No","No","Yes","2"
"restoredBackup","Verb","Singular","Camel","No","No","Yes","2"
"resize","Verb","Singular","Lower","No","No","Yes","2"
"resiliationTerms","Noun","Plural","Camel","No","No","Yes","2"
"resiliate","Noun","Singular","Lower","No","No","Yes","2"
"repaymentConsumption","Noun","Singular","Camel","No","No","Yes","2"
"refuse","Noun","Singular","Lower","No","No","Yes","2"
"quotaHistory","Noun","Singular","Camel","No","No","Yes","2"
"promotionCode","Noun","Singular","Camel","No","No","Yes","2"
"previousVoiceConsumption","Noun","Singular","Camel","No","No","Yes","2"
"port","Noun","Singular","Lower","No","No","Yes","2"
"pops","Noun","Plural","Lower","No","No","Yes","2"
"pop","Noun","Singular","Lower","No","No","Yes","2"
"phishing","Noun","Singular","Lower","No","No","Yes","2"
"pendingTask","Noun","Singular","Camel","No","No","Yes","2"
"passwordPolicy","Noun","Singular","Camel","No","No","Yes","2"
"paasqueue","Noun","Singular","Lower","No","No","Yes","2"
"paasmon","Noun","Singular","Lower","No","No","Yes","2"
"paasdb","Noun","Singular","Lower","No","No","Yes","2"
"outlookURL","Noun","Singular","Camel","No","No","Yes","2"
"orderableNodeProfiles","Noun","Plural","Camel","No","No","Yes","2"
"orderableLicenses","Noun","Plural","Camel","No","No","Yes","2"
"orderNewFilerHourly","Noun","Singular","Camel","No","No","Yes","2"
"numberSpecial","Noun","Singular","Camel","No","No","Yes","2"
"numberNogeographic","Noun","Singular","Camel","No","No","Yes","2"
"numberGeographic","Noun","Singular","Camel","No","No","Yes","2"
"nsca","Noun","Singular","Lower","No","No","Yes","2"
"notification","Noun","Singular","Lower","No","No","Yes","2"
"natIp","Noun","Singular","Camel","No","No","Yes","2"
"moduleList","Noun","Singular","Camel","No","No","Yes","2"
"migrationToken","Noun","Singular","Camel","No","No","Yes","2"
"mailinglist","Noun","Singular","Lower","No","No","Yes","2"
"lowlat","Noun","Singular","Lower","No","No","Yes","2"
"logstash","Noun","Singular","Lower","No","No","Yes","2"
"liveStatistics","Noun","Plural","Camel","No","No","Yes","2"
"isEmailAvailable","Noun","Singular","Camel","No","No","Yes","2"
"ipDefaultRule","Noun","Singular","Camel","No","No","Yes","2"
"ipCountryAvailable","Noun","Singular","Camel","No","No","Yes","2"
"intervention","Noun","Singular","Lower","No","No","Yes","2"
"installation","Verb","Singular","Lower","No","No","Yes","2"
"indy","Noun","Singular","Lower","No","No","Yes","2"
"incidents","Noun","Plural","Lower","No","No","Yes","2"
"incident","Noun","Singular","Lower","No","No","Yes","2"
"imapCopy","Noun","Singular","Camel","No","No","Yes","2"
"hostingReseller","Noun","Singular","Camel","No","No","Yes","2"
"histories","Noun","Plural","Lower","No","No","Yes","2"
"ftp","Noun","Singular","Lower","No","No","Yes","2"
"forecast","Noun","Singular","Lower","No","No","Yes","2"
"flowgger","Noun","Singular","Lower","No","No","Yes","2"
"flavors","Noun","Plural","Lower","No","No","Yes","2"
"flavor","Noun","Singular","Lower","No","No","Yes","2"
"files","Noun","Plural","Lower","No","No","Yes","2"
"faxConsumption","Noun","Singular","Camel","No","No","Yes","2"
"exportURL","Verb","Singular","Camel","No","No","Yes","2"
"exchangeAccount","Noun","Singular","Camel","No","No","Yes","2"
"engine","Noun","Singular","Lower","No","No","Yes","2"
"download","Noun","Singular","Lower","No","No","Yes","2"
"domainPacks","Noun","Plural","Camel","No","No","Yes","2"
"dnsServer","Noun","Singular","Camel","No","No","Yes","2"
"diskSpace","Noun","Singular","Camel","No","No","Yes","2"
"disclaimerAttribute","Noun","Singular","Camel","No","No","Yes","2"
"developerMode","Noun","Singular","Camel","No","No","Yes","2"
"dbaasTimeseries","Noun","Plural","Camel","No","No","Yes","2"
"csv","Noun","Singular","Lower","No","No","Yes","2"
"creditOrder","Noun","Singular","Camel","No","No","Yes","2"
"convertToVoicefax","Verb","Singular","Camel","No","No","Yes","2"
"contentSharing","Noun","Singular","Camel","No","No","Yes","2"
"connectedDevices","Noun","Plural","Camel","No","No","Yes","2"
"configtest","Noun","Singular","Lower","No","No","Yes","2"
"compatibleReplacement","Noun","Singular","Camel","No","No","Yes","2"
"cloudram","Noun","Singular","Lower","No","No","Yes","2"
"click2Call","Noun","Singular","Camel","No","No","Yes","2"
"clean","Verb","Singular","Lower","No","No","Yes","2"
"cities","Noun","Plural","Lower","No","No","Yes","2"
"checkout","Verb","Singular","Lower","No","No","Yes","2"
"chart","Noun","Singular","Lower","No","No","Yes","2"
"changeRouting","Verb","Singular","Camel","No","No","Yes","2"
"changePriority","Verb","Singular","Camel","No","No","Yes","2"
"changeDestination","Verb","Singular","Camel","No","No","Yes","2"
"changeActivity","Verb","Singular","Camel","No","No","Yes","2"
"cancelTermination","Verb","Singular","Camel","No","No","Yes","2"
"canCancelResiliation","Noun","Singular","Camel","No","No","Yes","2"
"callWaiting","Noun","Singular","Camel","No","No","Yes","2"
"burst","Noun","Singular","Lower","No","No","Yes","2"
"brands","Noun","Plural","Lower","No","No","Yes","2"
"boostHistory","Noun","Singular","Camel","No","No","Yes","2"
"blocIp","Noun","Singular","Camel","No","No","Yes","2"
"billingAccountSite","Noun","Singular","Camel","No","No","Yes","2"
"billing","Noun","Singular","Lower","No","No","Yes","2"
"backups","Noun","Plural","Lower","No","No","Yes","2"
"availableZones","Noun","Plural","Camel","No","No","Yes","2"
"availabilities","Noun","Plural","Lower","No","No","Yes","2"
"authorizableIps","Noun","Plural","Camel","No","No","Yes","2"
"attach","Verb","Singular","Lower","No","No","Yes","2"
"apply","Verb","Singular","Lower","No","No","Yes","2"
"2017v1","Noun","Singular","Lower","No","No","No","2"
"zones","Noun","Plural","Lower","No","No","Yes","1"
"xdslAccess","Verb","Singular","Camel","No","No","Yes","1"
"webs","Noun","Plural","Lower","No","No","Yes","1"
"voucher","Noun","Singular","Lower","No","No","Yes","1"
"volumes","Noun","Plural","Lower","No","No","Yes","1"
"voipBillingAccount","Noun","Singular","Camel","No","No","Yes","1"
"vnc","Noun","Singular","Lower","No","No","Yes","1"
"vipStatus","Noun","Plural","Camel","No","No","Yes","1"
"userLogsToken","Noun","Singular","Camel","No","No","Yes","1"
"upsize","Noun","Singular","Lower","No","No","Yes","1"
"upgradeQuota","Verb","Singular","Camel","No","No","Yes","1"
"upgradeHypervisor","Verb","Singular","Camel","No","No","Yes","1"
"updateDeviceList","Verb","Singular","Camel","No","No","Yes","1"
"unmute","Noun","Singular","Lower","No","No","Yes","1"
"unlock","Noun","Singular","Lower","No","No","Yes","1"
"unleash","Noun","Singular","Lower","No","No","Yes","1"
"undeaf","Noun","Singular","Lower","No","No","Yes","1"
"ukOutgoingTransfer","Noun","Singular","Camel","No","No","Yes","1"
"transferSecurityDeposit","Verb","Singular","Camel","No","No","Yes","1"
"transferCredits","Verb","Plural","Camel","No","No","Yes","1"
"totalDeconsolidationTerms","Noun","Plural","Camel","No","No","Yes","1"
"topStream","Noun","Singular","Camel","No","No","Yes","1"
"tlds","Noun","Plural","Lower","No","No","Yes","1"
"time","Noun","Singular","Lower","No","No","Yes","1"
"templateCapabilities","Noun","Plural","Camel","No","No","Yes","1"
"switchToIplbNextGenerationApi","Verb","Singular","Camel","No","No","Yes","1"
"supportsPhonebook","Noun","Singular","Camel","No","No","Yes","1"
"supply","Noun","Singular","Lower","No","No","Yes","1"
"subsidiaryPrice","Noun","Singular","Camel","No","No","Yes","1"
"subscribe","Verb","Singular","Lower","No","No","Yes","1"
"streets","Noun","Plural","Lower","No","No","Yes","1"
"stickiness","Noun","Plural","Lower","No","No","Yes","1"
"static","Noun","Singular","Lower","No","No","Yes","1"
"sqlServer","Noun","Singular","Camel","No","No","Yes","1"
"specificNumbers","Noun","Plural","Camel","No","No","Yes","1"
"smart","Noun","Singular","Lower","No","No","Yes","1"
"sharedAccountQuota","Noun","Singular","Camel","No","No","Yes","1"
"setWeight","Verb","Singular","Camel","No","No","Yes","1"
"setPsk","Verb","Singular","Camel","No","No","Yes","1"
"setPassword","Verb","Singular","Camel","No","No","Yes","1"
"setDefaultSipDomain","Verb","Singular","Camel","No","No","Yes","1"
"session","Noun","Singular","Lower","No","No","Yes","1"
"sendersAvailableForValidation","Verb","Singular","Camel","No","No","Yes","1"
"sendListByEmail","Verb","Singular","Camel","No","No","Yes","1"
"sendFax","Verb","Singular","Camel","No","No","Yes","1"
"sendCode","Verb","Singular","Camel","No","No","Yes","1"
"seeOffers","Noun","Plural","Camel","No","No","Yes","1"
"secondaryDnsNameDomainToken","Noun","Singular","Camel","No","No","Yes","1"
"searchServices","Verb","Plural","Camel","No","No","Yes","1"
"score","Noun","Singular","Lower","No","No","Yes","1"
"scheduledRateCode","Verb","Singular","Camel","No","No","Yes","1"
"scheduleRateCode","Verb","Singular","Camel","No","No","Yes","1"
"run","Verb","Singular","Lower","No","No","Yes","1"
"rollback","Verb","Singular","Lower","No","No","Yes","1"
"revoke","Verb","Singular","Lower","No","No","Yes","1"
"revert","Verb","Singular","Lower","No","No","Yes","1"
"returnMerchandise","Noun","Singular","Camel","No","No","Yes","1"
"retrieveMoney","Verb","Singular","Camel","No","No","Yes","1"
"retrieveInfo","Verb","Singular","Camel","No","No","Yes","1"
"resume","Verb","Singular","Lower","No","No","Yes","1"
"result","Noun","Singular","Lower","No","No","Yes","1"
"restoreSsl","Verb","Singular","Camel","No","No","Yes","1"
"restoreSnapshot","Verb","Singular","Camel","No","No","Yes","1"
"restoreBackup","Verb","Singular","Camel","No","No","Yes","1"
"restoreAdminRights","Verb","Plural","Camel","No","No","Yes","1"
"resiliationFollowup","Noun","Singular","Camel","No","No","Yes","1"
"resiliationFollowUp","Noun","Singular","Camel","No","No","Yes","1"
"resetSessions","Verb","Plural","Camel","No","No","Yes","1"
"resetPortMappingConfig","Verb","Singular","Camel","No","No","Yes","1"
"resetPasswordUrl","Verb","Singular","Camel","No","No","Yes","1"
"resetPassword","Verb","Singular","Camel","No","No","Yes","1"
"resetInterface","Verb","Singular","Camel","No","No","Yes","1"
"resetConfig","Verb","Singular","Camel","No","No","Yes","1"
"reservation","Noun","Singular","Lower","No","No","Yes","1"
"resendEmail","Verb","Singular","Camel","No","No","Yes","1"
"rescueMode","Noun","Singular","Camel","No","No","Yes","1"
"requiredConfiguration","Noun","Singular","Camel","No","No","Yes","1"
"requestTotalDeconsolidation","Verb","Singular","Camel","No","No","Yes","1"
"requestPPPLoginMail","Verb","Singular","Camel","No","No","Yes","1"
"requestBoost","Verb","Singular","Camel","No","No","Yes","1"
"reply","Noun","Singular","Lower","No","No","Yes","1"
"reopen","Noun","Singular","Lower","No","No","Yes","1"
"renewSSL","Verb","Singular","Camel","No","No","Yes","1"
"renewCertificate","Verb","Singular","Camel","No","No","Yes","1"
"removeSimultaneousLines","Verb","Plural","Camel","No","No","Yes","1"
"relaunchValidation","Noun","Singular","Camel","No","No","Yes","1"
"regeneratePassword","Verb","Singular","Camel","No","No","Yes","1"
"regenerate","Verb","Singular","Lower","No","No","Yes","1"
"refreshScreen","Verb","Singular","Camel","No","No","Yes","1"
"refreshConnectedDevices","Verb","Plural","Camel","No","No","Yes","1"
"recommission","Noun","Singular","Lower","No","No","Yes","1"
"recommendedDNSRecords","Noun","Plural","Camel","No","No","Yes","1"
"ranges","Noun","Plural","Lower","No","No","Yes","1"
"radiusConnectionLogs","Noun","Plural","Camel","No","No","Yes","1"
"purgeCache","Verb","Singular","Camel","No","No","Yes","1"
"publicUrl","Noun","Singular","Camel","No","No","Yes","1"
"publicFolderQuota","Noun","Singular","Camel","No","No","Yes","1"
"public","Noun","Singular","Lower","No","No","Yes","1"
"ptts","Noun","Plural","Lower","No","No","Yes","1"
"progressbar","Noun","Singular","Lower","No","No","Yes","1"
"process","Noun","Plural","Lower","No","No","Yes","1"
"probeIp","Noun","Singular","Camel","No","No","Yes","1"
"privateDatabases","Noun","Plural","Camel","No","No","Yes","1"
"privateDatabaseCreationCapabilities","Noun","Plural","Camel","No","No","Yes","1"
"phones","Noun","Plural","Lower","No","No","Yes","1"
"phoneCanBeAssociable","Noun","Singular","Camel","No","No","Yes","1"
"pendingAction","Noun","Singular","Camel","No","No","Yes","1"
"pci","Noun","Singular","Lower","No","No","Yes","1"
"paymentMeans","Noun","Plural","Camel","No","No","Yes","1"
"payWithRegisteredPaymentMean","Noun","Singular","Camel","No","No","Yes","1"
"passwordRecover","Noun","Singular","Camel","No","No","Yes","1"
"park","Noun","Singular","Lower","No","No","Yes","1"
"ovhConfigRefresh","Noun","Singular","Camel","No","No","Yes","1"
"outlookAvailability","Noun","Singular","Camel","No","No","Yes","1"
"os","Noun","Plural","Lower","No","No","Yes","1"
"orderableUpgrade","Verb","Singular","Camel","No","No","Yes","1"
"orderableIpCountries","Noun","Plural","Camel","No","No","Yes","1"
"orderableHostProfiles","Noun","Plural","Camel","No","No","Yes","1"
"orderableFilerProfiles","Noun","Plural","Camel","No","No","Yes","1"
"orderNewNodeHourly","Noun","Singular","Camel","No","No","Yes","1"
"orderNewHostHourly","Noun","Singular","Camel","No","No","Yes","1"
"orderInformations","Noun","Plural","Camel","No","No","Yes","1"
"orderFollowup","Noun","Singular","Camel","No","No","Yes","1"
"operator","Noun","Singular","Lower","No","No","Yes","1"
"openrc","Noun","Singular","Lower","No","No","Yes","1"
"openConsoleAccess","Verb","Singular","Camel","No","No","Yes","1"
"oom","Noun","Singular","Lower","No","No","Yes","1"
"offerChanges","Noun","Plural","Camel","No","No","Yes","1"
"offerCapabilities","Noun","Plural","Camel","No","No","Yes","1"
"nodeConsumptions","Noun","Plural","Camel","No","No","Yes","1"
"nodeBillingProfiles","Noun","Plural","Camel","No","No","Yes","1"
"newPrices","Noun","Plural","Camel","No","No","Yes","1"
"nameServers","Noun","Plural","Camel","No","No","Yes","1"
"mute","Noun","Singular","Lower","No","No","Yes","1"
"motherboard","Noun","Singular","Lower","No","No","Yes","1"
"mondialRelay","Noun","Singular","Camel","No","No","Yes","1"
"models","Noun","Plural","Lower","No","No","Yes","1"
"migrateToPPP","Verb","Singular","Camel","No","No","Yes","1"
"migrateOnNewVersion","Verb","Singular","Camel","No","No","Yes","1"
"migrateMyOvhOrg","Verb","Singular","Camel","No","No","Yes","1"
"migrateDelegationV3toV6","Verb","Singular","Camel","No","No","Yes","1"
"messages","Noun","Plural","Lower","No","No","Yes","1"
"merchandiseAvailable","Noun","Singular","Camel","No","No","Yes","1"
"memory","Noun","Singular","Lower","No","No","Yes","1"
"meetings","Noun","Plural","Lower","No","No","Yes","1"
"maximumAvailableSimultaneousLines","Noun","Plural","Camel","No","No","Yes","1"
"manage","Noun","Singular","Lower","No","No","Yes","1"
"mainService","Noun","Singular","Camel","No","No","Yes","1"
"mailingListLimits","Noun","Plural","Camel","No","No","Yes","1"
"lookup","Verb","Singular","Lower","No","No","Yes","1"
"logout","Verb","Singular","Lower","No","No","Yes","1"
"lock","Verb","Singular","Lower","No","No","Yes","1"
"load","Verb","Singular","Lower","No","No","Yes","1"
"listAssociablePhones","Verb","Plural","Camel","No","No","Yes","1"
"linkDevice","Verb","Singular","Camel","No","No","Yes","1"
"legalform","Noun","Singular","Lower","No","No","Yes","1"
"lastRegistrations","Noun","Plural","Camel","No","No","Yes","1"
"language","Noun","Singular","Lower","No","No","Yes","1"
"kick","Noun","Singular","Lower","No","No","Yes","1"
"keepServiceTerms","Noun","Plural","Camel","No","No","Yes","1"
"job","Noun","Singular","Lower","No","No","Yes","1"
"ipv6","Noun","Singular","Lower","No","No","Yes","1"
"ipv4","Noun","Singular","Lower","No","No","Yes","1"
"ipMove","Noun","Singular","Camel","No","No","Yes","1"
"ipCanBeMovedTo","Noun","Singular","Camel","No","No","Yes","1"
"ipBlockMerge","Noun","Singular","Camel","No","No","Yes","1"
"internalNatIp","Noun","Singular","Camel","No","No","Yes","1"
"instancesState","Noun","Singular","Camel","No","No","Yes","1"
"informations","Noun","Plural","Lower","No","No","Yes","1"
"inactive","Noun","Singular","Lower","No","No","Yes","1"
"importIcsCalendar","Verb","Singular","Camel","No","No","Yes","1"
"importCustomSsl","Verb","Singular","Camel","No","No","Yes","1"
"health","Noun","Singular","Lower","No","No","Yes","1"
"hardwares","Noun","Plural","Lower","No","No","Yes","1"
"hardwareRaidSize","Noun","Singular","Camel","No","No","Yes","1"
"hardwareRaidProfile","Noun","Singular","Camel","No","No","Yes","1"
"hardDiskDrive","Noun","Singular","Camel","No","No","Yes","1"
"getWayTypes","Verb","Plural","Camel","No","No","Yes","1"
"getDirectoryServiceCode","Verb","Singular","Camel","No","No","Yes","1"
"getConsoleUrl","Verb","Singular","Camel","No","No","Yes","1"
"generateTemporaryLogsLink","Verb","Singular","Camel","No","No","Yes","1"
"generate","Verb","Singular","Lower","No","No","Yes","1"
"freeCertificate","Noun","Singular","Camel","No","No","Yes","1"
"file","Noun","Singular","Lower","No","No","Yes","1"
"fields","Noun","Plural","Lower","No","No","Yes","1"
"fetchEntrepriseInformations","Noun","Plural","Camel","No","No","Yes","1"
"fee","Noun","Singular","Lower","No","No","Yes","1"
"extraIpRangeMove","Noun","Singular","Camel","No","No","Yes","1"
"extraIpRange","Noun","Singular","Camel","No","No","Yes","1"
"execute","Verb","Singular","Lower","No","No","Yes","1"
"exchangeOrganization","Noun","Singular","Camel","No","No","Yes","1"
"exceptions","Noun","Plural","Lower","No","No","Yes","1"
"energy","Noun","Singular","Lower","No","No","Yes","1"
"end","Verb","Singular","Lower","No","No","Yes","1"
"duplicatePortMappingConfig","Noun","Singular","Camel","No","No","Yes","1"
"duplicate","Noun","Singular","Lower","No","No","Yes","1"
"domainRestore","Noun","Singular","Camel","No","No","Yes","1"
"dnsMXRecords","Noun","Plural","Camel","No","No","Yes","1"
"dnsMXFilter","Noun","Singular","Camel","No","No","Yes","1"
"dissociateDevice","Verb","Singular","Camel","No","No","Yes","1"
"diagnosticReports","Noun","Plural","Camel","No","No","Yes","1"
"devices","Noun","Plural","Lower","No","No","Yes","1"
"detailedZones","Noun","Plural","Camel","No","No","Yes","1"
"detail","Noun","Singular","Lower","No","No","Yes","1"
"detachBackup","Verb","Singular","Camel","No","No","Yes","1"
"detach","Verb","Singular","Lower","No","No","Yes","1"
"deploy","Verb","Singular","Lower","No","No","Yes","1"
"definedRoutes","Noun","Plural","Camel","No","No","Yes","1"
"definedFrontends","Noun","Plural","Camel","No","No","Yes","1"
"definedFarms","Noun","Plural","Camel","No","No","Yes","1"
"defaultCodecs","Noun","Plural","Camel","No","No","Yes","1"
"dedicatedServerInterfaceDetails","Verb","Plural","Camel","No","No","Yes","1"
"decommission","Noun","Singular","Lower","No","No","Yes","1"
"deaf","Noun","Singular","Lower","No","No","Yes","1"
"dcvEmails","Noun","Plural","Camel","No","No","Yes","1"
"dateCanBeChanged","Noun","Singular","Camel","No","No","Yes","1"
"databases","Noun","Plural","Lower","No","No","Yes","1"
"databaseWizard","Noun","Singular","Camel","No","No","Yes","1"
"databaseCreationCapabilities","Noun","Plural","Camel","No","No","Yes","1"
"databaseAvailableVersion","Noun","Singular","Camel","No","No","Yes","1"
"databaseAvailableType","Noun","Singular","Camel","No","No","Yes","1"
"customShippingAddress","Noun","Plural","Camel","No","No","Yes","1"
"currentRateCode","Noun","Singular","Camel","No","No","Yes","1"
"currentOrderIds","Noun","Plural","Camel","No","No","Yes","1"
"currentCredential","Noun","Singular","Camel","No","No","Yes","1"
"current","Noun","Singular","Lower","No","No","Yes","1"
"cronAvailableLanguage","Noun","Singular","Camel","No","No","Yes","1"
"creationRules","Noun","Plural","Camel","No","No","Yes","1"
"createTrust","Verb","Singular","Camel","No","No","Yes","1"
"createSnapshot","Verb","Singular","Camel","No","No","Yes","1"
"createProjectInfo","Verb","Singular","Camel","No","No","Yes","1"
"createProject","Verb","Singular","Camel","No","No","Yes","1"
"createConsumerKey","Verb","Singular","Camel","No","No","Yes","1"
"create","Verb","Singular","Lower","No","No","Yes","1"
"cpu","Noun","Singular","Lower","No","No","Yes","1"
"countries","Noun","Plural","Lower","No","No","Yes","1"
"corporationType","Noun","Singular","Camel","No","No","Yes","1"
"convertToNumber","Verb","Singular","Camel","No","No","Yes","1"
"convertToLineAvailableOffers","Verb","Plural","Camel","No","No","Yes","1"
"convertToLine","Verb","Singular","Camel","No","No","Yes","1"
"contract","Noun","Singular","Lower","No","No","Yes","1"
"consumptions","Noun","Plural","Lower","No","No","Yes","1"
"console","Noun","Singular","Lower","No","No","Yes","1"
"connection","Noun","Singular","Lower","No","No","Yes","1"
"configureDomain","Verb","Singular","Camel","No","No","Yes","1"
"compliantWindowsSqlServer","Noun","Singular","Camel","No","No","Yes","1"
"compliantWindows","Noun","Plural","Camel","No","No","Yes","1"
"compliance","Noun","Singular","Lower","No","No","Yes","1"
"compatibleTemplates","Noun","Plural","Camel","No","No","Yes","1"
"compatibleTemplatePartitionSchemes","Noun","Plural","Camel","No","No","Yes","1"
"close","Noun","Singular","Lower","No","No","Yes","1"
"clearSpace","Verb","Singular","Camel","No","No","Yes","1"
"clearDevice","Verb","Singular","Camel","No","No","Yes","1"
"claimNotice","Verb","Singular","Camel","No","No","Yes","1"
"checkValidity","Verb","Singular","Camel","No","No","Yes","1"
"checkMigrate","Verb","Singular","Camel","No","No","Yes","1"
"checkIntegrity","Verb","Singular","Camel","No","No","Yes","1"
"changeVersion","Verb","Singular","Camel","No","No","Yes","1"
"changeSftpPassword","Verb","Singular","Camel","No","No","Yes","1"
"changeSecret","Verb","Singular","Camel","No","No","Yes","1"
"changeRedirection","Verb","Singular","Camel","No","No","Yes","1"
"changeQuantity","Verb","Singular","Camel","No","No","Yes","1"
"changeProfile","Verb","Singular","Camel","No","No","Yes","1"
"changePhoneConfiguration","Verb","Singular","Camel","No","No","Yes","1"
"changeOs","Verb","Plural","Camel","No","No","Yes","1"
"changeOrg","Verb","Singular","Camel","No","No","Yes","1"
"changeOptions","Verb","Plural","Camel","No","No","Yes","1"
"changeOfBillingAccount","Verb","Singular","Camel","No","No","Yes","1"
"changeLns","Verb","Plural","Camel","No","No","Yes","1"
"changeFtpPassword","Verb","Singular","Camel","No","No","Yes","1"
"changeFeatureType","Verb","Singular","Camel","No","No","Yes","1"
"changeEmail","Verb","Singular","Camel","No","No","Yes","1"
"changeDnsMXFilter","Verb","Singular","Camel","No","No","Yes","1"
"changeDate","Verb","Singular","Camel","No","No","Yes","1"
"changeConfiguration","Verb","Singular","Camel","No","No","Yes","1"
"changeAlias","Verb","Plural","Camel","No","No","Yes","1"
"changeAdministratorPassword","Verb","Singular","Camel","No","No","Yes","1"
"certificates","Noun","Plural","Lower","No","No","Yes","1"
"cancelScheduledRateCode","Verb","Singular","Camel","No","No","Yes","1"
"cancelConvertToNumber","Verb","Singular","Camel","No","No","Yes","1"
"cancelConvertToLine","Verb","Singular","Camel","No","No","Yes","1"
"canTransferSecurityDeposit","Noun","Singular","Camel","No","No","Yes","1"
