"Term","Kind","Quantity","Case","Hyphens","Underscores","Business","Occurrences"
"includedsecuritygroups","Noun","Plural","Lower","No","No","Yes","2"
"includedResources","Noun","Plural","Camel","No","No","Yes","2"
"import","Verb","Singular","Lower","No","No","Yes","2"
"image","Noun","Singular","Lower","No","No","Yes","2"
"ids","Noun","Plural","Lower","No","No","Yes","2"
"globalconfiguration","Noun","Singular","Lower","No","No","Yes","2"
"flush","Noun","Singular","Lower","No","No","Yes","2"
"flowdetails","Noun","Plural","Lower","No","No","Yes","2"
"filters","Noun","Plural","Lower","No","No","Yes","2"
"files","Noun","Plural","Lower","No","No","Yes","2"
"fields","Noun","Plural","Lower","No","No","Yes","2"
"fabric","Noun","Singular","Lower","No","No","Yes","2"
"excludedsecuritygroups","Noun","Plural","Lower","No","No","Yes","2"
"excludedResources","Noun","Plural","Camel","No","No","Yes","2"
"eventthresholds","Noun","Plural","Lower","No","No","Yes","2"
"entitledCatalogItemViews","Noun","Plural","Camel","No","No","Yes","2"
"dt","Noun","Singular","Lower","No","No","Yes","2"
"download","Noun","Singular","Lower","No","No","Yes","2"
"disable","Verb","Singular","Lower","No","No","Yes","2"
"device","Noun","Singular","Lower","No","No","Yes","2"
"desktoppool","Noun","Singular","Lower","No","No","Yes","2"
"defaultpolicy","Noun","Singular","Lower","No","No","Yes","2"
"dcui","Noun","Singular","Lower","No","No","Yes","2"
"datastores","Noun","Plural","Lower","No","No","Yes","2"
"creationinfo","Noun","Singular","Lower","No","No","Yes","2"
"cpu","Noun","Singular","Lower","No","No","Yes","2"
"consolecli","Noun","Singular","Lower","No","No","Yes","2"
"connectivity","Noun","Singular","Lower","No","No","Yes","2"
"conflicts","Noun","Plural","Lower","No","No","Yes","2"
"configuration","Noun","Singular","Lower","No","No","Yes","2"
"collector","Verb","Singular","Lower","No","No","Yes","2"
"clientconfig","Noun","Singular","Lower","No","No","Yes","2"
"channels","Noun","Plural","Lower","No","No","Yes","2"
"callbacks","Noun","Plural","Lower","No","No","Yes","2"
"available","Noun","Singular","Lower","No","No","Yes","2"
"autoupdate","Verb","Singular","Lower","No","No","Yes","2"
"autoconfiguration","Noun","Singular","Lower","No","No","Yes","2"
"all","Noun","Singular","Lower","No","No","Yes","2"
"aggregated-events","Noun","Plural","Lower","No","Yes","Yes","2"
"agents","Noun","Plural","Lower","No","No","Yes","2"
"advancedconfig","Noun","Singular","Lower","No","No","Yes","2"
"activesessions","Noun","Plural","Lower","No","No","Yes","2"
"*path","Noun","Singular","Lower","No","No","No","2"
"**","Noun","Singular","Camel","No","No","No","2"
"xaasBundleType","Noun","Singular","Camel","No","No","Yes","1"
"workitem","Noun","Singular","Lower","No","No","Yes","1"
"vsm","Noun","Singular","Lower","No","No","Yes","1"
"vnic","Noun","Singular","Lower","No","No","Yes","1"
"verified","Noun","Singular","Lower","No","No","Yes","1"
"vendors","Noun","Plural","Lower","No","No","Yes","1"
"value","Noun","Singular","Lower","No","No","Yes","1"
"userdetails","Noun","Plural","Lower","No","No","Yes","1"
"userIpMapping","Noun","Singular","Camel","No","No","Yes","1"
"uplink","Noun","Singular","Lower","No","No","Yes","1"
"upgrade-available","Verb","Singular","Lower","No","Yes","Yes","1"
"upfront","Noun","Singular","Lower","No","No","Yes","1"
"updateLdapServer","Verb","Singular","Camel","No","No","Yes","1"
"updateEventLogServer","Verb","Singular","Camel","No","No","Yes","1"
"unregister","Verb","Singular","Lower","No","No","Yes","1"
"trigger_maintenance","Verb","Singular","Lower","Yes","No","Yes","1"
"timerange","Noun","Singular","Lower","No","No","Yes","1"
"ticket","Noun","Singular","Lower","No","No","Yes","1"
"testservers","Verb","Plural","Lower","No","No","Yes","1"
"taskdescriptors","Noun","Plural","Lower","No","No","Yes","1"
"systemevent","Noun","Singular","Lower","No","No","Yes","1"
"sync_hosts_config","Verb","Singular","Lower","Yes","No","Yes","1"
"swap","Noun","Singular","Lower","No","No","Yes","1"
"support","Noun","Singular","Lower","No","No","Yes","1"
"suiteToken","Noun","Singular","Camel","No","No","Yes","1"
"subscription","Noun","Singular","Lower","No","No","Yes","1"
"storageinfo","Noun","Singular","Lower","No","No","Yes","1"
"statusdetails","Noun","Plural","Lower","No","No","Yes","1"
"staticUserMappings","Noun","Plural","Camel","No","No","Yes","1"
"staticUserMapping","Noun","Singular","Camel","No","No","Yes","1"
"ssl","Noun","Singular","Lower","No","No","Yes","1"
"software-packages","Noun","Plural","Lower","No","Yes","Yes","1"
"size","Noun","Singular","Lower","No","No","Yes","1"
"set_portgroups","Verb","Plural","Lower","Yes","No","Yes","1"
"set_metadata","Verb","Singular","Lower","Yes","No","Yes","1"
"set_image_datastores","Verb","Plural","Lower","Yes","No","Yes","1"
"set_default","Verb","Singular","Lower","Yes","No","Yes","1"
"set_availability_zone","Verb","Singular","Lower","Yes","No","Yes","1"
"serviceprovider","Noun","Singular","Lower","No","No","Yes","1"
"securitypolicies","Noun","Plural","Lower","No","No","Yes","1"
"securityaction","Noun","Singular","Lower","No","No","Yes","1"
"search","Verb","Singular","Lower","No","No","Yes","1"
"scopingobjects","Noun","Plural","Lower","No","No","Yes","1"
"scopes-principals","Noun","Plural","Lower","No","Yes","Yes","1"
"scanstatus","Verb","Plural","Lower","No","No","Yes","1"
"scanop","Verb","Singular","Lower","No","No","Yes","1"
"saved","Verb","Singular","Lower","No","No","Yes","1"
"rsaconfigfile","Noun","Singular","Lower","No","No","Yes","1"
"resume_system","Verb","Singular","Lower","Yes","No","Yes","1"
"results.vcenter.xml","Noun","Singular","Lower","No","No","Yes","1"
"responses","Noun","Plural","Lower","No","No","Yes","1"
"resourcetypes","Noun","Plural","Lower","No","No","Yes","1"
"resourceOperation","Noun","Singular","Camel","No","No","Yes","1"
"requestkey","Verb","Singular","Lower","No","No","Yes","1"
"request_initializer","Verb","Singular","Lower","Yes","No","Yes","1"
"reply","Noun","Singular","Lower","No","No","Yes","1"
"renew","Verb","Singular","Lower","No","No","Yes","1"
"remotemonitoring","Noun","Singular","Lower","No","No","Yes","1"
"relyingparty","Noun","Singular","Lower","No","No","Yes","1"
"release","Verb","Singular","Lower","No","No","Yes","1"
"regulations","Noun","Plural","Lower","No","No","Yes","1"
"regulation","Noun","Singular","Lower","No","No","Yes","1"
"records","Noun","Plural","Lower","No","No","Yes","1"
"reboot","Verb","Singular","Lower","No","No","Yes","1"
"published","Verb","Singular","Lower","No","No","Yes","1"
"publish","Verb","Singular","Lower","No","No","Yes","1"
"provision","Verb","Singular","Lower","No","No","Yes","1"
"providerTypes","Noun","Plural","Camel","No","No","Yes","1"
"progress","Noun","Plural","Lower","No","No","Yes","1"
"privilegegroups","Noun","Plural","Lower","No","No","Yes","1"
"poweroff","Verb","Singular","Lower","No","No","Yes","1"
"poll","Noun","Singular","Lower","No","No","Yes","1"
"policyasxml","Noun","Singular","Lower","No","No","Yes","1"
"pause_system","Verb","Singular","Lower","Yes","No","Yes","1"
"pause_background_tasks","Verb","Plural","Lower","Yes","No","Yes","1"
"passwordchange","Noun","Singular","Lower","No","No","Yes","1"
"parents","Noun","Plural","Lower","No","No","Yes","1"
"parameters","Noun","Plural","Lower","No","No","Yes","1"
"p2p","Noun","Singular","Lower","No","No","Yes","1"
"outputs","Noun","Plural","Lower","No","No","Yes","1"
"order","Noun","Singular","Lower","No","No","Yes","1"
"options","Noun","Plural","Lower","No","No","Yes","1"
"operations","Noun","Plural","Lower","No","No","Yes","1"
"name","Noun","Singular","Lower","No","No","Yes","1"
"mks_ticket","Noun","Singular","Lower","Yes","No","Yes","1"
"merge","Verb","Singular","Lower","No","No","Yes","1"
"meminfo","Noun","Singular","Lower","No","No","Yes","1"
"membership","Noun","Singular","Lower","No","No","Yes","1"
"memberTypes","Noun","Plural","Camel","No","No","Yes","1"
"mem","Noun","Singular","Lower","No","No","Yes","1"
"machines","Noun","Plural","Lower","No","No","Yes","1"
"macaddresses","Noun","Plural","Lower","No","No","Yes","1"
"logs","Noun","Plural","Lower","No","No","Yes","1"
"localusers","Noun","Plural","Lower","No","No","Yes","1"
"locales","Noun","Plural","Lower","No","No","Yes","1"
"load","Verb","Singular","Lower","No","No","Yes","1"
"listLdapServersForDomain","Verb","Singular","Camel","No","No","Yes","1"
"listEventLogServersForDomain","Verb","Singular","Camel","No","No","Yes","1"
"listDomains","Verb","Plural","Camel","No","No","Yes","1"
"links","Noun","Plural","Lower","No","No","Yes","1"
"limits","Noun","Plural","Lower","No","No","Yes","1"
"lifecycleActions","Noun","Plural","Camel","No","No","Yes","1"
"leaseInfo","Verb","Singular","Camel","No","No","Yes","1"
"layer3redirect","Noun","Singular","Lower","No","No","Yes","1"
"lastcheck","Verb","Singular","Lower","No","No","Yes","1"
"join","Noun","Singular","Lower","No","No","Yes","1"
"items","Noun","Plural","Lower","No","No","Yes","1"
"item-path","Noun","Singular","Lower","No","Yes","Yes","1"
"isvropsconfigured","Noun","Singular","Lower","No","No","Yes","1"
"ipToUserMapping","Noun","Singular","Camel","No","No","Yes","1"
"interface","Noun","Singular","Lower","No","No","Yes","1"
"installPluginDynamically","Verb","Singular","Camel","No","No","Yes","1"
"initialize_migration","Noun","Singular","Lower","Yes","No","Yes","1"
"import-flag","Verb","Singular","Lower","No","Yes","Yes","1"
"impersonate","Noun","Singular","Lower","No","No","Yes","1"
"hostIpMapping","Noun","Singular","Camel","No","No","Yes","1"
"healthstatus","Noun","Plural","Lower","No","No","Yes","1"
"hash","Noun","Singular","Lower","No","No","Yes","1"
"geolocation","Noun","Singular","Lower","No","No","Yes","1"
"fullSync","Noun","Singular","Camel","No","No","Yes","1"
"forceSync","Verb","Singular","Camel","No","No","Yes","1"
"force-error-auth","Verb","Singular","Lower","No","Yes","Yes","1"
"force-error","Verb","Singular","Lower","No","Yes","Yes","1"
"force","Verb","Singular","Lower","No","No","Yes","1"
"folder","Noun","Singular","Lower","No","No","Yes","1"
"flowtable","Noun","Singular","Lower","No","No","Yes","1"
"flowsummary","Noun","Singular","Lower","No","No","Yes","1"
"flowstats","Noun","Plural","Lower","No","No","Yes","1"
"fips","Noun","Plural","Lower","No","No","Yes","1"
"finalize_migration","Noun","Singular","Lower","Yes","No","Yes","1"
"fileextension","Noun","Singular","Lower","No","No","Yes","1"
"extendedSchema","Noun","Singular","Camel","No","No","Yes","1"
"export-flag","Verb","Singular","Lower","No","Yes","Yes","1"
"export","Verb","Singular","Lower","No","No","Yes","1"
"exit_maintenance","Noun","Singular","Lower","Yes","No","Yes","1"
"execute","Verb","Singular","Lower","No","No","Yes","1"
"excludedareas","Noun","Plural","Lower","No","No","Yes","1"
"excludableareas","Noun","Plural","Lower","No","No","Yes","1"
"eventcontrol-root","Noun","Singular","Lower","No","Yes","Yes","1"
"eula","Noun","Singular","Lower","No","No","Yes","1"
"enter_maintenance","Noun","Singular","Lower","Yes","No","Yes","1"
"enablestate","Verb","Singular","Lower","No","No","Yes","1"
"enable_cluster_type","Verb","Singular","Lower","Yes","No","Yes","1"
"effective","Noun","Singular","Lower","No","No","Yes","1"
"docs","Noun","Plural","Lower","No","No","Yes","1"
"dnsclient","Noun","Singular","Lower","No","No","Yes","1"
"displayContext","Noun","Singular","Camel","No","No","Yes","1"
"disable_cluster_type","Verb","Singular","Lower","Yes","No","Yes","1"
"directoryGroupsForUser","Noun","Singular","Camel","No","No","Yes","1"
"detailsascsv","Noun","Singular","Lower","No","No","Yes","1"
"detailsForm","Noun","Singular","Camel","No","No","Yes","1"
"detach_iso","Verb","Singular","Lower","Yes","No","Yes","1"
"detach_disk","Verb","Singular","Lower","Yes","No","Yes","1"
"describeupload","Noun","Singular","Lower","No","No","Yes","1"
"describe","Noun","Singular","Lower","No","No","Yes","1"
"descendants","Noun","Plural","Lower","No","No","Yes","1"
"dependsOn","Noun","Singular","Camel","No","No","Yes","1"
"dependents","Noun","Plural","Lower","No","No","Yes","1"
"dependencies","Noun","Plural","Lower","No","No","Yes","1"
"deltaSync","Noun","Singular","Camel","No","No","Yes","1"
"deliverystatus","Noun","Plural","Lower","No","No","Yes","1"
"deleteLdapServer","Verb","Singular","Camel","No","No","Yes","1"
"deleteEventLogServer","Verb","Singular","Camel","No","No","Yes","1"
"deleteDomain","Verb","Singular","Camel","No","No","Yes","1"
"defaults","Noun","Plural","Lower","No","No","Yes","1"
"database-storage","Noun","Singular","Lower","No","Yes","Yes","1"
"customGroups","Noun","Plural","Camel","No","No","Yes","1"
"credentialkinds","Noun","Plural","Lower","No","No","Yes","1"
"credential","Noun","Singular","Lower","No","No","Yes","1"
"create_image","Verb","Singular","Lower","Yes","No","Yes","1"
"cpuinfo","Noun","Singular","Lower","No","No","Yes","1"
"costs","Noun","Plural","Lower","No","No","Yes","1"
"coredump","Noun","Singular","Lower","No","No","Yes","1"
"control","Noun","Singular","Lower","No","No","Yes","1"
"console-proxy-service","Noun","Singular","Lower","No","Yes","Yes","1"
"configure_nsx","Verb","Singular","Lower","Yes","No","Yes","1"
"componentvalidator","Noun","Singular","Lower","No","No","Yes","1"
"componenttypecounts","Noun","Plural","Lower","No","No","Yes","1"
"componentresources","Noun","Plural","Lower","No","No","Yes","1"
"componentdeallocator","Noun","Singular","Lower","No","No","Yes","1"
"componentallocator","Noun","Singular","Lower","No","No","Yes","1"
"completedscansummaries","Verb","Plural","Lower","No","No","Yes","1"
"collectors","Verb","Plural","Lower","No","No","Yes","1"
"clisettings","Noun","Plural","Lower","No","No","Yes","1"
"cliremoteaccess","Verb","Singular","Lower","No","No","Yes","1"
"clients","Noun","Plural","Lower","No","No","Yes","1"
"classificationvalues","Noun","Plural","Lower","No","No","Yes","1"
"classificationvalue","Noun","Singular","Lower","No","No","Yes","1"
"children","Noun","Singular","Lower","No","No","Yes","1"
"child","Noun","Singular","Lower","No","No","Yes","1"
"checks","Noun","Plural","Lower","No","No","Yes","1"
"category","Noun","Singular","Lower","No","No","Yes","1"
"calendarEvents","Noun","Plural","Camel","No","No","Yes","1"
"branding","Noun","Singular","Lower","No","No","Yes","1"
"blueprint","Noun","Singular","Lower","No","No","Yes","1"
"backups","Noun","Plural","Lower","No","No","Yes","1"
"authentication","Noun","Singular","Lower","No","No","Yes","1"
"auth-providers","Noun","Plural","Lower","No","Yes","Yes","1"
"auditlog","Noun","Singular","Lower","No","No","Yes","1"
"attributes","Noun","Plural","Lower","No","No","Yes","1"
"attach_iso","Verb","Singular","Lower","Yes","No","Yes","1"
"attach_disk","Verb","Singular","Lower","Yes","No","Yes","1"
"assignable","Verb","Singular","Lower","No","No","Yes","1"
"approve","Noun","Singular","Lower","No","No","Yes","1"
"approvable-items","Noun","Plural","Lower","No","Yes","Yes","1"
"applyToMachine","Verb","Singular","Camel","No","No","Yes","1"
"applmgmt","Noun","Singular","Lower","No","No","Yes","1"
"allocationconstraints","Noun","Plural","Lower","No","No","Yes","1"
"allocation","Noun","Singular","Lower","No","No","Yes","1"
"allocated","Verb","Singular","Lower","No","No","Yes","1"
"alleligible","Noun","Singular","Lower","No","No","Yes","1"
"agentcertificate","Noun","Singular","Lower","No","No","Yes","1"
"aesni","Noun","Singular","Lower","No","No","Yes","1"
"active","Noun","Singular","Lower","No","No","Yes","1"
"actiondefinitions","Noun","Plural","Lower","No","No","Yes","1"
"acquire","Noun","Singular","Lower","No","No","Yes","1"
"acknowledge","Verb","Singular","Lower","No","No","Yes","1"
"acceleration","Noun","Singular","Lower","No","No","Yes","1"
"about","Noun","Singular","Lower","No","No","Yes","1"
"FileFilters","Noun","Plural","Camel","No","No","Yes","1"
