"Term","Kind","Quantity","Case","Hyphens","Underscores","Business","Occurrences"
"imagelist","Noun","Singular","Lower","No","No","Yes","10"
"holiday","Noun","Singular","Lower","No","No","Yes","10"
"folder","Noun","Singular","Lower","No","No","Yes","10"
"fields","Noun","Plural","Lower","No","No","Yes","10"
"field","Noun","Singular","Lower","No","No","Yes","10"
"enrich","Verb","Singular","Lower","No","No","Yes","10"
"empreps","Noun","Plural","Lower","No","No","Yes","10"
"directReports","Noun","Plural","Camel","No","No","Yes","10"
"currency","Noun","Singular","Lower","No","No","Yes","10"
"configurations","Noun","Plural","Lower","No","No","Yes","10"
"competitors","Noun","Plural","Lower","No","No","Yes","10"
"channels","Noun","Plural","Lower","No","No","Yes","10"
"assignmentDFF","Noun","Singular","Camel","No","No","Yes","10"
"applinks","Noun","Plural","Lower","No","No","Yes","10"
"applied","Noun","Singular","Lower","No","No","Yes","10"
"SecurityQuestionSettings","Noun","Plural","Camel","No","No","Yes","10"
"PartnerProgram","Noun","Singular","Camel","No","No","Yes","10"
"OrganizationDFF","Noun","Singular","Camel","No","No","Yes","10"
"MyDevices","Noun","Plural","Camel","No","No","Yes","10"
"MatchedOpportunity","Noun","Singular","Camel","No","No","Yes","10"
"ManagedObjectSyncJobReports","Noun","Plural","Camel","No","No","Yes","10"
"ManagedObjectSyncDetailedJobReports","Noun","Plural","Camel","No","No","Yes","10"
"LocationDFF","Noun","Singular","Camel","No","No","Yes","10"
"LeadOpportunity","Noun","Singular","Camel","No","No","Yes","10"
"JobFamilyDFF","Noun","Singular","Camel","No","No","Yes","10"
"JobCustomerFlex","Noun","Singular","Camel","No","No","Yes","10"
"GrantImportSummaryJobReports","Noun","Plural","Camel","No","No","Yes","10"
"GrantImportDetailedJobReports","Noun","Plural","Camel","No","No","Yes","10"
"GrantEvaluationJobReports","Noun","Plural","Camel","No","No","Yes","10"
"GradeCustomerFlex","Noun","Singular","Camel","No","No","Yes","10"
"ConnectorBundles","Noun","Plural","Camel","No","No","Yes","10"
"verify","Verb","Singular","Lower","No","No","Yes","9"
"unitOfMeasureConversions","Noun","Plural","Camel","No","No","Yes","9"
"stars","Noun","Plural","Lower","No","No","Yes","9"
"shopperTypes","Noun","Plural","Camel","No","No","Yes","9"
"scheduleEvents","Verb","Plural","Camel","No","No","Yes","9"
"riskImpact","Noun","Singular","Camel","No","No","Yes","9"
"restoredbackups","Noun","Plural","Lower","No","No","Yes","9"
"resourceWorkRate","Noun","Singular","Camel","No","No","Yes","9"
"resourcePreferences","Noun","Plural","Camel","No","No","Yes","9"
"resourceDemand","Noun","Singular","Camel","No","No","Yes","9"
"resetPassword","Verb","Singular","Camel","No","No","Yes","9"
"requiredInventories","Noun","Plural","Camel","No","No","Yes","9"
"reportCycle","Verb","Singular","Camel","No","No","Yes","9"
"relationship","Noun","Singular","Lower","No","No","Yes","9"
"registrations","Noun","Plural","Lower","No","No","Yes","9"
"reason","Noun","Singular","Lower","No","No","Yes","9"
"paymentGateways","Noun","Plural","Camel","No","No","Yes","9"
"pageViewedOutsideLightboxSignals","Noun","Plural","Camel","No","No","Yes","9"
"orderTypes","Noun","Plural","Camel","No","No","Yes","9"
"measureThreshold","Noun","Singular","Camel","No","No","Yes","9"
"linkTypes","Verb","Plural","Camel","No","No","Yes","9"
"itemSubinventories","Noun","Plural","Camel","No","No","Yes","9"
"holidayList","Noun","Singular","Camel","No","No","Yes","9"
"forecastProductAdjustmentPeriods","Noun","Plural","Camel","No","No","Yes","9"
"forecastAdjustmentPeriods","Noun","Plural","Camel","No","No","Yes","9"
"followups","Noun","Plural","Lower","No","No","Yes","9"
"external","Noun","Singular","Lower","No","No","Yes","9"
"eventRegistration","Noun","Singular","Camel","No","No","Yes","9"
"environment","Noun","Singular","Lower","No","No","Yes","9"
"documentViewedOutsideLightboxSignals","Noun","Plural","Camel","No","No","Yes","9"
"customerAssets","Noun","Plural","Camel","No","No","Yes","9"
"children","Noun","Singular","Lower","No","No","Yes","9"
"activityRisk","Noun","Singular","Camel","No","No","Yes","9"
"UserApps","Noun","Plural","Camel","No","No","Yes","9"
"TaskProgress","Noun","Plural","Camel","No","No","Yes","9"
"SampleDisposition","Noun","Singular","Camel","No","No","Yes","9"
"OperationTransactionDetail","Noun","Singular","Camel","No","No","Yes","9"
"MyApps","Noun","Plural","Camel","No","No","Yes","9"
"MaterialTransactionDetail","Noun","Singular","Camel","No","No","Yes","9"
"AppUsers","Noun","Plural","Camel","No","No","Yes","9"
"workSchedules","Noun","Plural","Camel","No","No","Yes","8"
"workPackageChangeRequest","Noun","Singular","Camel","No","No","Yes","8"
"userlogout","Noun","Singular","Lower","No","No","Yes","8"
"userinfo","Noun","Singular","Lower","No","No","Yes","8"
"threshold","Noun","Singular","Lower","No","No","Yes","8"
"sync","Verb","Singular","Lower","No","No","Yes","8"
"stop","Verb","Singular","Lower","No","No","Yes","8"
"stockStatus","Noun","Plural","Camel","No","No","Yes","8"
"shipmentLinesDFF","Noun","Singular","Camel","No","No","Yes","8"
"shipmentLineSerials","Noun","Plural","Camel","No","No","Yes","8"
"runrequests","Verb","Plural","Lower","No","No","Yes","8"
"routes","Noun","Plural","Lower","No","No","Yes","8"
"revoke","Verb","Singular","Lower","No","No","Yes","8"
"reports","Noun","Plural","Lower","No","No","Yes","8"
"registry","Noun","Singular","Lower","No","No","Yes","8"
"projectResourceWorkRate","Noun","Singular","Camel","No","No","Yes","8"
"projectCompany","Noun","Singular","Camel","No","No","Yes","8"
"productVariants","Noun","Plural","Camel","No","No","Yes","8"
"productTypes","Noun","Plural","Camel","No","No","Yes","8"
"pools","Noun","Plural","Lower","No","No","Yes","8"
"organizationMembers","Noun","Plural","Camel","No","No","Yes","8"
"openid-configuration","Noun","Singular","Lower","No","Yes","Yes","8"
"notificationMessages","Noun","Plural","Camel","No","No","Yes","8"
"lookups","Noun","Plural","Lower","No","No","Yes","8"
"logout","Verb","Singular","Lower","No","No","Yes","8"
"login","Verb","Singular","Lower","No","No","Yes","8"
"listen","Verb","Singular","Lower","No","No","Yes","8"
"lineShippingInstructions","Noun","Plural","Camel","No","No","Yes","8"
"linePackingInstructions","Noun","Plural","Camel","No","No","Yes","8"
"keystores","Noun","Plural","Lower","No","No","Yes","8"
"keys","Noun","Plural","Lower","No","No","Yes","8"
"jwk","Noun","Singular","Lower","No","No","Yes","8"
"jobresource","Noun","Singular","Lower","No","No","Yes","8"
"introspect","Noun","Singular","Lower","No","No","Yes","8"
"index","Noun","Singular","Lower","No","No","Yes","8"
"idcs-configuration","Noun","Singular","Lower","No","Yes","Yes","8"
"hybridlinks","Noun","Plural","Lower","No","No","Yes","8"
"group","Noun","Singular","Lower","No","No","Yes","8"
"file","Noun","Singular","Lower","No","No","Yes","8"
"default","Noun","Singular","Lower","No","No","Yes","8"
"cycleCountDefinitions","Noun","Plural","Camel","No","No","Yes","8"
"config","Noun","Singular","Lower","No","No","Yes","8"
"authorize","Verb","Singular","Lower","No","No","Yes","8"
"answers","Noun","Plural","Lower","No","No","Yes","8"
"activitylog","Noun","Singular","Lower","No","No","Yes","8"
"actions","Noun","Plural","Lower","No","No","Yes","8"
"abort","Verb","Singular","Lower","No","No","Yes","8"
"WorkOrderOperationResource","Noun","Singular","Camel","No","No","Yes","8"
"WorkOrderOperationMaterial","Noun","Singular","Camel","No","No","Yes","8"
"UserTokenValidator","Noun","Singular","Camel","No","No","Yes","8"
"UserStatusChanger","Noun","Singular","Camel","No","No","Yes","8"
"UserPasswordResetter","Noun","Singular","Camel","No","No","Yes","8"
"UserPasswordChanger","Noun","Singular","Camel","No","No","Yes","8"
"UserNameGenerator","Noun","Singular","Camel","No","No","Yes","8"
"UserActivationInitiator","Noun","Singular","Camel","No","No","Yes","8"
"SocialIdentityProviders","Noun","Plural","Camel","No","No","Yes","8"
"SigningCert","Noun","Singular","Camel","No","No","Yes","8"
"ServiceProviders","Noun","Plural","Camel","No","No","Yes","8"
"Reports","Noun","Plural","Camel","No","No","Yes","8"
"PasswordAuthenticator","Noun","Singular","Camel","No","No","Yes","8"
"OpportunityDeal","Noun","Singular","Camel","No","No","Yes","8"
"OPCUserTemplates","Noun","Plural","Camel","No","No","Yes","8"
"OPCServiceTemplates","Noun","Plural","Camel","No","No","Yes","8"
"OPCRoleTemplates","Noun","Plural","Camel","No","No","Yes","8"
"MyTrustedUserAgents","Noun","Plural","Camel","No","No","Yes","8"
"MePasswordResetter","Noun","Singular","Camel","No","No","Yes","8"
"MePasswordResetRequestor","Noun","Singular","Camel","No","No","Yes","8"
"MePasswordRecoveryOptionRetriever","Noun","Singular","Camel","No","No","Yes","8"
"MePasswordMustChanger","Noun","Singular","Camel","No","No","Yes","8"
"MePasswordChanger","Noun","Singular","Camel","No","No","Yes","8"
"MeEmailVerifier","Noun","Singular","Camel","No","No","Yes","8"
"MeEmailVerified","Noun","Singular","Camel","No","No","Yes","8"
"IDBridgeSettings","Noun","Plural","Camel","No","No","Yes","8"
"HTTPAuthenticator","Noun","Singular","Camel","No","No","Yes","8"
"EncryptionKeys","Noun","Plural","Camel","No","No","Yes","8"
"Devices","Noun","Plural","Camel","No","No","Yes","8"
"BulkUserPasswordResetter","Noun","Singular","Camel","No","No","Yes","8"
"BulkUserPasswordChanger","Noun","Singular","Camel","No","No","Yes","8"
"AuthenticationFactorSettings","Noun","Plural","Camel","No","No","Yes","8"
"Asserter","Noun","Singular","Camel","No","No","Yes","8"
"AppTemplateStatusChanger","Noun","Singular","Camel","No","No","Yes","8"
"AppStatusChanger","Noun","Singular","Camel","No","No","Yes","8"
"AppClientSecretRegenerator","Noun","Singular","Camel","No","No","Yes","8"
"workSkillGroups","Noun","Plural","Camel","No","No","Yes","7"
"workManagerTaskCommitment","Noun","Singular","Camel","No","No","Yes","7"
"volume","Noun","Singular","Lower","No","No","Yes","7"
"views","Noun","Plural","Lower","No","No","Yes","7"
"variants","Noun","Plural","Lower","No","No","Yes","7"
"syncs","Noun","Plural","Lower","No","No","Yes","7"
"sshkey","Noun","Singular","Lower","No","No","Yes","7"
"selfServiceUsers","Noun","Plural","Camel","No","No","Yes","7"
"seclist","Noun","Singular","Lower","No","No","Yes","7"
"seciplist","Noun","Singular","Lower","No","No","Yes","7"
"scopeItemChangeRequest","Noun","Singular","Camel","No","No","Yes","7"
"scopeItemAssignmentTransferRequest","Noun","Singular","Camel","No","No","Yes","7"
"scopeItemAssignmentChangeRequest","Noun","Singular","Camel","No","No","Yes","7"
"scenario","Noun","Singular","Lower","No","No","Yes","7"
"restore","Verb","Singular","Lower","No","No","Yes","7"
"restart","Verb","Singular","Lower","No","No","Yes","7"
"reservation","Noun","Singular","Lower","No","No","Yes","7"
"promotionTemplates","Noun","Plural","Camel","No","No","Yes","7"
"projectRank","Noun","Singular","Camel","No","No","Yes","7"
"priceListCurrency","Noun","Singular","Camel","No","No","Yes","7"
"plannedTimePhasedData","Noun","Singular","Camel","No","No","Yes","7"
"osscontainer","Noun","Singular","Lower","No","No","Yes","7"
"object","Noun","Singular","Lower","No","No","Yes","7"
"move","Verb","Singular","Lower","No","No","Yes","7"
"locales","Noun","Plural","Lower","No","No","Yes","7"
"libraries","Noun","Plural","Lower","No","No","Yes","7"
"installedTimePhasedData","Verb","Singular","Camel","No","No","Yes","7"
"identities","Noun","Plural","Lower","No","No","Yes","7"
"emailAddresses","Noun","Plural","Camel","No","No","Yes","7"
"documents","Noun","Plural","Lower","No","No","Yes","7"
"defaultPriceListGroup","Noun","Singular","Camel","No","No","Yes","7"
"cycleCountTransactions","Noun","Plural","Camel","No","No","Yes","7"
"consumers","Noun","Plural","Lower","No","No","Yes","7"
"cloudConfiguration","Noun","Singular","Camel","No","No","Yes","7"
"caching","Noun","Singular","Lower","No","No","Yes","7"
"backupconfig","Noun","Singular","Lower","No","No","Yes","7"
"assignmentFavorite","Verb","Singular","Camel","No","No","Yes","7"
"assetTypes","Noun","Plural","Camel","No","No","Yes","7"
"applicationUserGroup","Noun","Singular","Camel","No","No","Yes","7"
"apis","Noun","Plural","Lower","No","No","Yes","7"
"actualsTimePhasedData","Noun","Singular","Camel","No","No","Yes","7"
"activityFavorite","Noun","Singular","Camel","No","No","Yes","7"
"ToDoTasks","Noun","Plural","Camel","No","No","Yes","7"
"ProjectTasks","Noun","Plural","Camel","No","No","Yes","7"
"OPCServices","Noun","Plural","Camel","No","No","Yes","7"
"workOrdersMetrics","Noun","Plural","Camel","No","No","Yes","6"
"workOrderStatuses","Noun","Plural","Camel","No","No","Yes","6"
"wellnessActivities","Noun","Plural","Camel","No","No","Yes","6"
"version","Noun","Singular","Lower","No","No","Yes","6"
"userGroups","Noun","Plural","Camel","No","No","Yes","6"
"type","Noun","Singular","Lower","No","No","Yes","6"
"transferOrdersForReceiving","Verb","Singular","Camel","No","No","Yes","6"
"transferOrderLinesForReceiving","Verb","Singular","Camel","No","No","Yes","6"
"subscriptions","Noun","Plural","Lower","No","No","Yes","6"
"srt","Noun","Singular","Lower","No","No","Yes","6"
"settings","Noun","Plural","Lower","No","No","Yes","6"
"secassociation","Noun","Singular","Lower","No","No","Yes","6"
"secapplication","Noun","Singular","Lower","No","No","Yes","6"
"screenPopPages","Noun","Plural","Camel","No","No","Yes","6"
"schema","Noun","Singular","Lower","No","No","Yes","6"
"scheduleShiftEvents","Verb","Plural","Camel","No","No","Yes","6"
"rmasForReceiving","Noun","Singular","Camel","No","No","Yes","6"
"rmaRestrictedSerials","Noun","Plural","Camel","No","No","Yes","6"
"rmaRestrictedLots","Noun","Plural","Camel","No","No","Yes","6"
"rmaReceiptSerials","Noun","Plural","Camel","No","No","Yes","6"
"returnSerialsForLots","Noun","Plural","Camel","No","No","Yes","6"
"returnSerials","Noun","Plural","Camel","No","No","Yes","6"
"resourceTransactions","Noun","Plural","Camel","No","No","Yes","6"
"reportingCurrency","Noun","Singular","Camel","No","No","Yes","6"
"rendition","Noun","Singular","Lower","No","No","Yes","6"
"remorsePeriod","Noun","Singular","Camel","No","No","Yes","6"
"receivingParameters","Noun","Plural","Camel","No","No","Yes","6"
"receivingCountriesOfOrigin","Noun","Singular","Camel","No","No","Yes","6"
"receiptLots","Noun","Plural","Camel","No","No","Yes","6"
"rebootinstancerequest","Verb","Singular","Lower","No","No","Yes","6"
"purchaseOrdersForReceiving","Noun","Singular","Camel","No","No","Yes","6"
"purchaseOrderSchedulesForReceiving","Noun","Singular","Camel","No","No","Yes","6"
"purchaseOrderReceiptSerials","Noun","Plural","Camel","No","No","Yes","6"
"purchaseOrderLinesForReceiving","Noun","Singular","Camel","No","No","Yes","6"
"profilePolicies","Noun","Plural","Camel","No","No","Yes","6"
"privategateway","Noun","Singular","Lower","No","No","Yes","6"
"populateShapes","Noun","Plural","Camel","No","No","Yes","6"
"plantParameters","Noun","Plural","Camel","No","No","Yes","6"
"plans","Noun","Plural","Lower","No","No","Yes","6"
"paymentTypes","Noun","Plural","Camel","No","No","Yes","6"
"pageDownloadedInCartSignals","Noun","Plural","Camel","No","No","Yes","6"
"pageAddedToCartSignals","Noun","Plural","Camel","No","No","Yes","6"
"onhandQuantityDetails","Noun","Plural","Camel","No","No","Yes","6"
"messageVolume","Noun","Singular","Camel","No","No","Yes","6"
"mediaContents","Noun","Plural","Camel","No","No","Yes","6"
"machineimages","Noun","Plural","Lower","No","No","Yes","6"
"machineimage","Noun","Singular","Lower","No","No","Yes","6"
"logfile","Noun","Singular","Lower","No","No","Yes","6"
"listExtensions","Noun","Plural","Camel","No","No","Yes","6"
"linesToReturn","Noun","Singular","Camel","No","No","Yes","6"
"linesToReceive","Noun","Singular","Camel","No","No","Yes","6"
"linesToPutAway","Noun","Singular","Camel","No","No","Yes","6"
"linesToInspect","Noun","Singular","Camel","No","No","Yes","6"
"linesToCorrect","Noun","Singular","Camel","No","No","Yes","6"
"languages","Noun","Plural","Lower","No","No","Yes","6"
"itemSerialsForLot","Noun","Singular","Camel","No","No","Yes","6"
"itemLotSerials","Noun","Plural","Camel","No","No","Yes","6"
"issueSerials","Noun","Plural","Camel","No","No","Yes","6"
"issueLots","Noun","Plural","Camel","No","No","Yes","6"
"inventoryTransactionTypes","Noun","Plural","Camel","No","No","Yes","6"
"inventoryTransactionReasons","Noun","Plural","Camel","No","No","Yes","6"
"inventoryTransactionAccounts","Noun","Plural","Camel","No","No","Yes","6"
"inventoryOwningPartySites","Noun","Plural","Camel","No","No","Yes","6"
"inventoryItemSerialNumbers","Noun","Plural","Camel","No","No","Yes","6"
"inventoryItemLots","Noun","Plural","Camel","No","No","Yes","6"
"inventoryAccountAliases","Noun","Plural","Camel","No","No","Yes","6"
"invOrgParameters","Noun","Plural","Camel","No","No","Yes","6"
"inspectionStatuses","Verb","Plural","Camel","No","No","Yes","6"
"inTransitShipments","Noun","Plural","Camel","No","No","Yes","6"
"inTransitShipmentLines","Noun","Plural","Camel","No","No","Yes","6"
"inTransitReceiptSerials","Noun","Plural","Camel","No","No","Yes","6"
"inTransitReceiptLots","Noun","Plural","Camel","No","No","Yes","6"
"getGiftWithPurchaseChoices","Verb","Plural","Camel","No","No","Yes","6"
"explorations","Noun","Plural","Lower","No","No","Yes","6"
"elements","Noun","Plural","Lower","No","No","Yes","6"
"documentViewedInLightboxSignals","Noun","Plural","Camel","No","No","Yes","6"
"documentUnsharedFromUserSignals","Noun","Plural","Camel","No","No","Yes","6"
"documentSharedToUserSignals","Noun","Plural","Camel","No","No","Yes","6"
"documentDownloadSignals","Noun","Plural","Camel","No","No","Yes","6"
"deletedbackups","Noun","Plural","Lower","No","No","Yes","6"
"dataVolume","Noun","Singular","Camel","No","No","Yes","6"
"dailyExtract","Noun","Singular","Camel","No","No","Yes","6"
"cycleCountSequenceDetails","Noun","Plural","Camel","No","No","Yes","6"
"cst","Noun","Singular","Lower","No","No","Yes","6"
"collaborationGroups","Noun","Plural","Camel","No","No","Yes","6"
"childrenHierarchy","Noun","Singular","Camel","No","No","Yes","6"
"changeRequest","Verb","Singular","Camel","No","No","Yes","6"
"certificates","Noun","Plural","Lower","No","No","Yes","6"
"campaign","Noun","Singular","Lower","No","No","Yes","6"
"browserTypes","Noun","Plural","Camel","No","No","Yes","6"
"attachment","Noun","Singular","Lower","No","No","Yes","6"
"association","Noun","Singular","Lower","No","No","Yes","6"
"assistedSellingSettings","Noun","Plural","Camel","No","No","Yes","6"
"assessor","Noun","Singular","Lower","No","No","Yes","6"
"asnsForReceiving","Noun","Singular","Camel","No","No","Yes","6"
"asnLinesForReceiving","Noun","Singular","Camel","No","No","Yes","6"
"activeSubinventories","Noun","Plural","Camel","No","No","Yes","6"
"activeLocators","Noun","Plural","Camel","No","No","Yes","6"
"WorkOrderSerialNumber","Noun","Singular","Camel","No","No","Yes","6"
"WorkOrderReservation","Noun","Singular","Camel","No","No","Yes","6"
"WorkOrderOperationSerialNumber","Noun","Singular","Camel","No","No","Yes","6"
"WorkOrderOperationResourceDFF","Noun","Singular","Camel","No","No","Yes","6"
"WorkOrderOperationResourceAttachment","Noun","Singular","Camel","No","No","Yes","6"
"WorkOrderOperationProductSerial","Noun","Singular","Camel","No","No","Yes","6"
"WorkOrderOperationMaterialDFF","Noun","Singular","Camel","No","No","Yes","6"
"WorkOrderOperationMaterialAttachment","Noun","Singular","Camel","No","No","Yes","6"
"WorkOrderOperationDFF","Noun","Singular","Camel","No","No","Yes","6"
"WorkOrderOperationAttachment","Noun","Singular","Camel","No","No","Yes","6"
"WorkOrderDFF","Noun","Singular","Camel","No","No","Yes","6"
"WorkOrderAttachment","Noun","Singular","Camel","No","No","Yes","6"
"WorkOrderAssemblyComponent","Noun","Singular","Camel","No","No","Yes","6"
"WorkOrderActiveOperation","Noun","Singular","Camel","No","No","Yes","6"
"WorkCenterResource","Noun","Singular","Camel","No","No","Yes","6"
"WorkCenterDFF","Noun","Singular","Camel","No","No","Yes","6"
"WorkAreaDFF","Noun","Singular","Camel","No","No","Yes","6"
"TransactionSerial","Noun","Singular","Camel","No","No","Yes","6"
"TransactionLot","Noun","Singular","Camel","No","No","Yes","6"
"SigningKeys","Verb","Plural","Camel","No","No","Yes","6"
"SampleResult","Noun","Singular","Camel","No","No","Yes","6"
"SMRequests","Noun","Plural","Camel","No","No","Yes","6"
"ResourceImporter","Noun","Singular","Camel","No","No","Yes","6"
"ResourceExporter","Noun","Singular","Camel","No","No","Yes","6"
"ResourceDFF","Noun","Singular","Camel","No","No","Yes","6"
"MyAppFavoriteSetter","Noun","Singular","Camel","No","No","Yes","6"
"AssessmentAnswer","Noun","Singular","Camel","No","No","Yes","6"
"AppKerberosRealmUpdater","Noun","Singular","Camel","No","No","Yes","6"
"vnicset","Noun","Singular","Lower","No","No","Yes","5"
"variables","Noun","Plural","Lower","No","No","Yes","5"
"validate","Verb","Singular","Lower","No","No","Yes","5"
"userProperties","Noun","Plural","Camel","No","No","Yes","5"
"userPreferences","Noun","Plural","Camel","No","No","Yes","5"
"userKeyValues","Noun","Plural","Camel","No","No","Yes","5"
"suppData","Noun","Singular","Camel","No","No","Yes","5"
"standardContents","Noun","Plural","Camel","No","No","Yes","5"
"srInteractionReferences","Noun","Plural","Camel","No","No","Yes","5"
"serviceProducts","Noun","Plural","Camel","No","No","Yes","5"
"serviceDispositions","Noun","Plural","Camel","No","No","Yes","5"
"serviceCategories","Noun","Plural","Camel","No","No","Yes","5"
"secprotocol","Noun","Singular","Lower","No","No","Yes","5"
"scripts","Noun","Plural","Lower","No","No","Yes","5"
"scopeAssignment","Noun","Singular","Camel","No","No","Yes","5"
"salesTerritories","Noun","Plural","Camel","No","No","Yes","5"
"salesProducts","Noun","Plural","Camel","No","No","Yes","5"
"route","Noun","Singular","Lower","No","No","Yes","5"
"rollback","Verb","Singular","Lower","No","No","Yes","5"
"responseFilters","Noun","Plural","Camel","No","No","Yes","5"
"replies","Noun","Plural","Lower","No","No","Yes","5"
"registries","Noun","Plural","Lower","No","No","Yes","5"
"purchasedProducts","Noun","Plural","Camel","No","No","Yes","5"
"proposals","Noun","Plural","Lower","No","No","Yes","5"
"promotionFolders","Noun","Plural","Camel","No","No","Yes","5"
"presentationSessionFeedback","Noun","Singular","Camel","No","No","Yes","5"
"pictures","Noun","Plural","Lower","No","No","Yes","5"
"ofscMetadata","Noun","Singular","Camel","No","No","Yes","5"
"monteCarloSettings","Noun","Plural","Camel","No","No","Yes","5"
"metricReports","Noun","Plural","Camel","No","No","Yes","5"
"itemLocators","Noun","Plural","Camel","No","No","Yes","5"
"ipreservation","Noun","Singular","Lower","No","No","Yes","5"
"ipnetwork","Noun","Singular","Lower","No","No","Yes","5"
"ipassociation","Noun","Singular","Lower","No","No","Yes","5"
"ipaddressprefixset","Noun","Singular","Lower","No","No","Yes","5"
"install","Verb","Singular","Lower","No","No","Yes","5"
"holidays","Noun","Plural","Lower","No","No","Yes","5"
"groups","Noun","Plural","Lower","No","No","Yes","5"
"eventSubscriptions","Noun","Plural","Camel","No","No","Yes","5"
"datasets","Noun","Plural","Lower","No","No","Yes","5"
"contentTypes","Noun","Plural","Camel","No","No","Yes","5"
"clItems","Noun","Plural","Camel","No","No","Yes","5"
"clDocs","Noun","Plural","Camel","No","No","Yes","5"
"catalog","Noun","Singular","Lower","No","No","Yes","5"
"brandPolicies","Noun","Plural","Camel","No","No","Yes","5"
"available","Noun","Singular","Lower","No","No","Yes","5"
"autoscaling","Noun","Singular","Lower","No","No","Yes","5"
"audiences","Noun","Plural","Lower","No","No","Yes","5"
"analyticsqueries","Noun","Plural","Lower","No","No","Yes","5"
"activityAggregate","Noun","Singular","Camel","No","No","Yes","5"
"activationRequest","Noun","Singular","Camel","No","No","Yes","5"
"activation","Noun","Singular","Lower","No","No","Yes","5"
"acl","Noun","Singular","Lower","No","No","Yes","5"
"TrustedUserAgents","Noun","Plural","Camel","No","No","Yes","5"
"Swot","Noun","Singular","Camel","No","No","Yes","5"
"SrMilestoneHistory","Noun","Singular","Camel","No","No","Yes","5"
"SelfServiceRoles","Noun","Plural","Camel","No","No","Yes","5"
"SalesObjectiveSplits","Noun","Plural","Camel","No","No","Yes","5"
"PushNotificationRequesters","Noun","Plural","Camel","No","No","Yes","5"
"PointBalances","Noun","Plural","Camel","No","No","Yes","5"
"MySocialAccounts","Noun","Plural","Camel","No","No","Yes","5"
"MemberVouchers","Noun","Plural","Camel","No","No","Yes","5"
"MemberTransactions","Noun","Plural","Camel","No","No","Yes","5"
"MemberTiers","Noun","Plural","Camel","No","No","Yes","5"
"MemberReferrals","Noun","Plural","Camel","No","No","Yes","5"
"MemberContacts","Noun","Plural","Camel","No","No","Yes","5"
"JaaS","Noun","Singular","Camel","No","No","Yes","5"
"InboundMsgParts","Noun","Plural","Camel","No","No","Yes","5"
"EligibilityRules","Noun","Plural","Camel","No","No","Yes","5"
"BusinessPlanResource","Noun","Singular","Camel","No","No","Yes","5"
"AssetCharge","Noun","Singular","Camel","No","No","Yes","5"
"wrapUps","Noun","Plural","Camel","No","No","Yes","4"
"workSkillConditions","Noun","Plural","Camel","No","No","Yes","4"
"validationReport","Noun","Singular","Camel","No","No","Yes","4"
"validShippingCountries","Noun","Plural","Camel","No","No","Yes","4"
"userId","Noun","Singular","Camel","No","No","Yes","4"
"upload","Verb","Singular","Lower","No","No","Yes","4"
"updateExpiredPassword","Verb","Singular","Camel","No","No","Yes","4"
"trackingdb","Noun","Singular","Lower","No","No","Yes","4"
"topics","Noun","Plural","Lower","No","No","Yes","4"
"temporaryTopics","Noun","Plural","Camel","No","No","Yes","4"
"temporaryQueues","Noun","Plural","Camel","No","No","Yes","4"
"targets","Noun","Plural","Lower","No","No","Yes","4"
"targeting-rules","Noun","Plural","Lower","No","Yes","Yes","4"
"subinventoriesDFF","Noun","Singular","Camel","No","No","Yes","4"
"statistics","Noun","Plural","Lower","No","No","Yes","4"
"staticWishlistPages","Noun","Plural","Camel","No","No","Yes","4"
"stacks","Noun","Plural","Lower","No","No","Yes","4"
"socialPosts","Noun","Plural","Camel","No","No","Yes","4"
"shippingCosts","Noun","Plural","Camel","No","No","Yes","4"
"sessions","Noun","Plural","Lower","No","No","Yes","4"
"serverExtensions","Noun","Plural","Camel","No","No","Yes","4"
"sentimentReports","Noun","Plural","Camel","No","No","Yes","4"
"selfServiceRoles","Noun","Plural","Camel","No","No","Yes","4"
"selfRegistrations","Noun","Plural","Camel","No","No","Yes","4"
"searchFields","Verb","Plural","Camel","No","No","Yes","4"
"scheduledJobs","Verb","Plural","Camel","No","No","Yes","4"
"run","Verb","Singular","Lower","No","No","Yes","4"
"revisions","Noun","Plural","Lower","No","No","Yes","4"
"returnStates","Noun","Plural","Camel","No","No","Yes","4"
"resume","Verb","Singular","Lower","No","No","Yes","4"
"results","Noun","Plural","Lower","No","No","Yes","4"
"reject","Verb","Singular","Lower","No","No","Yes","4"
"reference","Noun","Singular","Lower","No","No","Yes","4"
"recovery","Verb","Singular","Lower","No","No","Yes","4"
"quote","Noun","Singular","Lower","No","No","Yes","4"
"quickStartApps","Noun","Plural","Camel","No","No","Yes","4"
"queueBrowsers","Noun","Plural","Camel","No","No","Yes","4"
"provisioner","Verb","Singular","Lower","No","No","Yes","4"
"property","Noun","Singular","Lower","No","No","Yes","4"
"projectsAggregate","Noun","Singular","Camel","No","No","Yes","4"
"producers","Noun","Plural","Lower","No","No","Yes","4"
"priceOverrideReasons","Noun","Plural","Camel","No","No","Yes","4"
"price","Noun","Singular","Lower","No","No","Yes","4"
"portfolioMeasureValue","Noun","Singular","Camel","No","No","Yes","4"
"populateLayers","Noun","Plural","Camel","No","No","Yes","4"
"policies","Noun","Plural","Lower","No","No","Yes","4"
"permissions","Noun","Plural","Lower","No","No","Yes","4"
"payments","Noun","Plural","Lower","No","No","Yes","4"
"paymentGroups","Noun","Plural","Camel","No","No","Yes","4"
